No,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir,datetime
37713,48.0,2,15.0,1018.0,cv,1.78,0,0,2014-04-21 08:00:00
37714,45.0,0,18.0,1018.0,NE,1.79,0,0,2014-04-21 09:00:00
37715,44.0,-2,21.0,1018.0,cv,1.79,0,0,2014-04-21 10:00:00
37716,39.0,-5,22.0,1018.0,NE,1.79,0,0,2014-04-21 11:00:00
37717,23.0,-5,24.0,1017.0,SE,1.79,0,0,2014-04-21 12:00:00
37718,26.0,-3,25.0,1016.0,cv,1.79,0,0,2014-04-21 13:00:00
37719,24.0,-2,25.0,1015.0,SE,4.92,0,0,2014-04-21 14:00:00
37720,25.0,-2,25.0,1013.0,SE,8.94,0,0,2014-04-21 15:00:00
37721,30.0,-2,25.0,1013.0,SE,14.75,0,0,2014-04-21 16:00:00
37722,44.0,-2,24.0,1013.0,SE,22.8,0,0,2014-04-21 17:00:00
37723,30.0,-2,23.0,1013.0,SE,27.72,0,0,2014-04-21 18:00:00
37724,32.0,-1,20.0,1014.0,SE,30.85,0,0,2014-04-21 19:00:00
37725,36.0,0,21.0,1014.0,SE,34.87,0,0,2014-04-21 20:00:00
37726,43.0,1,18.0,1015.0,cv,0.89,0,0,2014-04-21 21:00:00
37727,66.0,2,21.0,1015.0,NW,3.13,0,0,2014-04-21 22:00:00
37728,68.0,4,14.0,1015.0,cv,0.89,0,0,2014-04-21 23:00:00
37729,73.0,4,12.0,1016.0,SE,1.79,0,0,2014-04-22 00:00:00
37730,90.0,4,12.0,1016.0,SE,3.58,0,0,2014-04-22 01:00:00
37731,106.0,3,10.0,1016.0,NW,1.79,0,0,2014-04-22 02:00:00
37732,102.0,4,9.0,1016.0,NW,2.68,0,0,2014-04-22 03:00:00
37733,66.0,3,8.0,1016.0,NW,3.57,0,0,2014-04-22 04:00:00
37734,65.0,3,8.0,1015.0,NW,5.36,0,0,2014-04-22 05:00:00
37735,52.0,1,9.0,1016.0,NW,7.15,0,0,2014-04-22 06:00:00
37736,68.0,3,12.0,1016.0,NW,8.94,0,0,2014-04-22 07:00:00
37737,104.0,0,17.0,1016.0,NW,12.07,0,0,2014-04-22 08:00:00
37738,84.0,1,21.0,1016.0,NW,13.86,0,0,2014-04-22 09:00:00
37739,42.0,0,23.0,1015.0,NW,15.65,0,0,2014-04-22 10:00:00
37740,36.0,0,24.0,1015.0,cv,1.79,0,0,2014-04-22 11:00:00
37741,56.0,0,26.0,1014.0,cv,3.58,0,0,2014-04-22 12:00:00
37742,51.0,0,27.0,1013.0,SE,4.92,0,0,2014-04-22 13:00:00
37743,170.0,0,27.0,1011.0,SE,9.84,0,0,2014-04-22 14:00:00
37744,87.0,0,27.0,1010.0,SE,13.86,0,0,2014-04-22 15:00:00
37745,55.0,2,27.0,1009.0,SE,19.67,0,0,2014-04-22 16:00:00
37746,107.0,3,26.0,1009.0,SE,24.59,0,0,2014-04-22 17:00:00
37747,105.0,4,25.0,1009.0,SE,30.4,0,0,2014-04-22 18:00:00
37748,66.0,4,24.0,1009.0,SE,35.32,0,0,2014-04-22 19:00:00
37749,73.0,6,23.0,1010.0,SE,40.24,0,0,2014-04-22 20:00:00
37750,76.0,6,21.0,1011.0,SE,43.37,0,0,2014-04-22 21:00:00
37751,60.0,5,21.0,1011.0,SE,46.5,0,0,2014-04-22 22:00:00
37752,64.0,7,19.0,1011.0,SE,48.29,0,0,2014-04-22 23:00:00
37753,73.0,8,19.0,1011.0,SE,52.31,0,0,2014-04-23 00:00:00
37754,81.0,9,18.0,1011.0,SE,56.33,0,0,2014-04-23 01:00:00
37755,88.0,9,17.0,1011.0,SE,60.35,0,0,2014-04-23 02:00:00
37756,98.0,10,17.0,1010.0,SE,64.37,0,0,2014-04-23 03:00:00
37757,99.0,10,16.0,1011.0,SE,66.16,0,0,2014-04-23 04:00:00
37758,99.0,10,15.0,1011.0,SE,67.95,0,0,2014-04-23 05:00:00
37759,108.0,11,15.0,1011.0,SE,71.08,0,0,2014-04-23 06:00:00
37760,129.0,12,16.0,1012.0,SE,72.87,0,0,2014-04-23 07:00:00
37761,136.0,12,18.0,1012.0,SE,76.0,0,0,2014-04-23 08:00:00
37762,151.0,12,19.0,1012.0,SE,79.13,0,0,2014-04-23 09:00:00
37763,162.0,13,20.0,1012.0,SE,82.26,0,0,2014-04-23 10:00:00
37764,164.0,13,22.0,1011.0,SE,85.39,0,0,2014-04-23 11:00:00
37765,174.0,13,23.0,1010.0,SE,89.41,0,0,2014-04-23 12:00:00
37766,185.0,13,23.0,1010.0,SE,94.33,0,0,2014-04-23 13:00:00
37767,168.0,13,24.0,1009.0,SE,98.35,0,0,2014-04-23 14:00:00
37768,154.0,12,25.0,1008.0,SE,103.27,0,0,2014-04-23 15:00:00
37769,143.0,10,26.0,1007.0,SE,110.42,0,0,2014-04-23 16:00:00
37770,139.0,11,24.0,1007.0,SE,115.34,0,0,2014-04-23 17:00:00
37771,126.0,11,24.0,1007.0,SE,119.36,0,0,2014-04-23 18:00:00
37772,98.0,13,23.0,1009.0,SE,126.51,0,1,2014-04-23 19:00:00
37773,101.0,10,20.0,1009.0,cv,3.13,0,2,2014-04-23 20:00:00
37774,71.0,10,20.0,1011.0,SE,3.13,0,0,2014-04-23 21:00:00
37775,73.0,9,19.0,1011.0,SE,6.26,0,0,2014-04-23 22:00:00
37776,80.0,9,18.0,1012.0,SE,9.39,0,0,2014-04-23 23:00:00
37777,82.0,11,19.0,1012.0,SE,12.52,0,0,2014-04-24 00:00:00
37778,76.0,11,18.0,1013.0,SE,15.65,0,0,2014-04-24 01:00:00
37779,84.0,10,17.0,1013.0,SE,18.78,0,0,2014-04-24 02:00:00
37780,89.0,11,16.0,1013.0,SE,21.91,0,0,2014-04-24 03:00:00
37781,91.0,11,16.0,1013.0,SE,22.8,0,0,2014-04-24 04:00:00
37782,96.0,11,16.0,1013.0,SE,24.59,0,0,2014-04-24 05:00:00
37783,107.0,11,16.0,1013.0,SE,27.72,0,0,2014-04-24 06:00:00
37784,109.0,11,16.0,1014.0,SE,30.85,0,0,2014-04-24 07:00:00
37785,112.0,11,17.0,1015.0,SE,33.98,0,0,2014-04-24 08:00:00
37786,119.0,11,18.0,1015.0,SE,37.11,0,0,2014-04-24 09:00:00
37787,122.0,11,19.0,1016.0,SE,38.9,0,0,2014-04-24 10:00:00
37788,125.0,11,20.0,1016.0,cv,0.89,0,0,2014-04-24 11:00:00
37789,121.0,12,21.0,1015.0,cv,2.68,0,0,2014-04-24 12:00:00
37790,128.0,13,22.0,1015.0,SE,3.13,0,0,2014-04-24 13:00:00
37791,135.0,13,24.0,1014.0,SE,6.26,0,0,2014-04-24 14:00:00
37792,136.0,13,25.0,1013.0,SE,10.28,0,0,2014-04-24 15:00:00
37793,121.0,12,25.0,1012.0,SE,14.3,0,0,2014-04-24 16:00:00
37794,117.0,12,25.0,1012.0,SE,19.22,0,0,2014-04-24 17:00:00
37795,105.0,11,24.0,1013.0,SE,24.14,0,0,2014-04-24 18:00:00
37796,100.0,12,23.0,1014.0,SE,27.27,0,0,2014-04-24 19:00:00
37797,117.0,12,21.0,1015.0,SE,29.06,0,0,2014-04-24 20:00:00
37798,118.0,13,19.0,1015.0,cv,0.89,0,0,2014-04-24 21:00:00
37799,121.0,11,19.0,1016.0,SE,3.13,0,0,2014-04-24 22:00:00
37800,140.0,10,19.0,1016.0,SE,6.26,0,0,2014-04-24 23:00:00
37801,139.0,9,18.0,1016.0,SE,8.05,0,0,2014-04-25 00:00:00
37802,136.0,9,16.0,1016.0,cv,0.89,0,0,2014-04-25 01:00:00
37803,143.0,9,16.0,1016.0,SE,1.79,0,0,2014-04-25 02:00:00
37804,155.0,9,15.0,1016.0,cv,0.89,0,0,2014-04-25 03:00:00
37805,141.0,9,14.0,1016.0,SE,0.89,0,0,2014-04-25 04:00:00
37806,110.0,9,13.0,1016.0,SE,1.78,0,0,2014-04-25 05:00:00
37807,118.0,9,13.0,1017.0,NE,1.79,0,0,2014-04-25 06:00:00
37808,124.0,10,16.0,1017.0,SE,1.79,0,0,2014-04-25 07:00:00
37809,135.0,10,18.0,1017.0,SE,4.92,0,0,2014-04-25 08:00:00
37810,156.0,10,20.0,1018.0,SE,8.05,0,0,2014-04-25 09:00:00
37811,163.0,10,22.0,1018.0,cv,0.89,0,0,2014-04-25 10:00:00
37812,167.0,11,23.0,1018.0,cv,2.68,0,0,2014-04-25 11:00:00
37813,169.0,11,24.0,1017.0,cv,3.57,0,0,2014-04-25 12:00:00
37814,177.0,10,25.0,1016.0,cv,6.7,0,0,2014-04-25 13:00:00
37815,131.0,10,26.0,1016.0,SE,3.13,0,0,2014-04-25 14:00:00
37816,102.0,8,27.0,1015.0,SE,7.15,0,0,2014-04-25 15:00:00
37817,90.0,7,26.0,1014.0,SE,11.17,0,0,2014-04-25 16:00:00
37818,96.0,7,25.0,1014.0,NW,5.81,0,0,2014-04-25 17:00:00
37819,112.0,6,23.0,1015.0,NW,10.73,0,0,2014-04-25 18:00:00
37820,101.0,8,20.0,1016.0,NW,14.75,0,1,2014-04-25 19:00:00
37821,101.0,6,20.0,1016.0,NW,21.9,0,0,2014-04-25 20:00:00
37822,104.0,7,19.0,1017.0,NW,29.95,0,0,2014-04-25 21:00:00
37823,92.0,11,15.0,1019.0,NW,41.13,0,1,2014-04-25 22:00:00
37824,55.0,11,13.0,1019.0,NW,48.28,0,2,2014-04-25 23:00:00
37825,27.0,11,13.0,1019.0,NW,53.2,0,3,2014-04-26 00:00:00
37826,30.0,11,12.0,1020.0,NE,1.79,0,4,2014-04-26 01:00:00
37827,27.0,9,11.0,1019.0,NW,3.13,0,5,2014-04-26 02:00:00
37828,21.0,10,12.0,1019.0,NW,8.05,0,6,2014-04-26 03:00:00
37829,25.0,8,11.0,1019.0,NW,12.97,0,7,2014-04-26 04:00:00
37830,23.0,8,11.0,1020.0,NW,17.89,0,0,2014-04-26 05:00:00
37831,28.0,7,12.0,1020.0,NE,4.02,0,0,2014-04-26 06:00:00
37832,29.0,8,12.0,1021.0,NW,3.13,0,0,2014-04-26 07:00:00
37833,31.0,8,13.0,1021.0,NW,6.26,0,0,2014-04-26 08:00:00
37834,38.0,8,16.0,1022.0,NE,3.13,0,0,2014-04-26 09:00:00
37835,39.0,5,18.0,1021.0,NE,6.26,0,0,2014-04-26 10:00:00
37836,61.0,4,20.0,1021.0,NW,3.13,0,0,2014-04-26 11:00:00
37837,42.0,1,20.0,1021.0,NW,6.26,0,0,2014-04-26 12:00:00
37838,47.0,1,22.0,1020.0,cv,1.79,0,0,2014-04-26 13:00:00
37839,52.0,2,22.0,1020.0,cv,2.68,0,0,2014-04-26 14:00:00
37840,47.0,3,22.0,1019.0,SE,1.79,0,0,2014-04-26 15:00:00
37841,42.0,3,22.0,1019.0,SE,3.58,0,0,2014-04-26 16:00:00
37842,48.0,9,20.0,1018.0,SE,7.6,0,0,2014-04-26 17:00:00
37843,52.0,9,18.0,1019.0,SE,11.62,0,0,2014-04-26 18:00:00
37844,48.0,8,17.0,1019.0,SE,15.64,0,0,2014-04-26 19:00:00
37845,59.0,8,16.0,1020.0,SE,18.77,0,0,2014-04-26 20:00:00
37846,48.0,9,15.0,1021.0,SE,21.9,0,0,2014-04-26 21:00:00
37847,35.0,9,14.0,1021.0,SE,23.69,0,0,2014-04-26 22:00:00
37848,41.0,10,13.0,1021.0,cv,0.89,0,0,2014-04-26 23:00:00
37849,36.0,10,13.0,1021.0,SE,0.89,0,0,2014-04-27 00:00:00
37850,41.0,10,12.0,1021.0,NE,0.89,0,0,2014-04-27 01:00:00
37851,49.0,10,11.0,1021.0,SE,0.89,0,0,2014-04-27 02:00:00
37852,59.0,10,11.0,1021.0,cv,0.89,0,0,2014-04-27 03:00:00
37853,72.0,9,10.0,1020.0,NW,1.79,0,0,2014-04-27 04:00:00
37854,80.0,9,10.0,1020.0,NW,4.92,0,0,2014-04-27 05:00:00
37855,58.0,9,10.0,1021.0,NW,8.94,0,0,2014-04-27 06:00:00
37856,46.0,10,12.0,1021.0,NW,12.96,0,0,2014-04-27 07:00:00
37857,54.0,8,16.0,1021.0,NW,17.88,0,0,2014-04-27 08:00:00
37858,43.0,4,20.0,1021.0,NW,25.03,0,0,2014-04-27 09:00:00
37859,35.0,1,21.0,1021.0,NE,7.15,0,0,2014-04-27 10:00:00
37860,39.0,1,23.0,1021.0,NE,12.96,0,0,2014-04-27 11:00:00
37861,20.0,1,23.0,1021.0,NE,17.88,0,0,2014-04-27 12:00:00
37862,78.0,0,23.0,1020.0,NE,21.9,0,0,2014-04-27 13:00:00
37863,72.0,-2,24.0,1019.0,NW,1.79,0,0,2014-04-27 14:00:00
37864,84.0,0,24.0,1018.0,SE,1.79,0,0,2014-04-27 15:00:00
37865,55.0,-1,24.0,1018.0,cv,1.79,0,0,2014-04-27 16:00:00
37866,77.0,4,23.0,1018.0,SE,4.92,0,0,2014-04-27 17:00:00
37867,135.0,4,22.0,1018.0,SE,8.05,0,0,2014-04-27 18:00:00
37868,76.0,4,21.0,1019.0,SE,12.97,0,0,2014-04-27 19:00:00
37869,75.0,5,20.0,1020.0,SE,16.99,0,0,2014-04-27 20:00:00
37870,98.0,7,19.0,1020.0,SE,21.01,0,0,2014-04-27 21:00:00
37871,116.0,9,17.0,1021.0,SE,24.14,0,0,2014-04-27 22:00:00
37872,106.0,9,16.0,1022.0,SE,28.16,0,0,2014-04-27 23:00:00
37873,48.0,7,15.0,1022.0,SE,31.29,0,0,2014-04-28 00:00:00
37874,37.0,7,14.0,1022.0,cv,0.89,0,0,2014-04-28 01:00:00
37875,39.0,8,12.0,1022.0,NE,0.89,0,0,2014-04-28 02:00:00
37876,38.0,8,12.0,1022.0,cv,0.89,0,0,2014-04-28 03:00:00
37877,64.0,8,12.0,1021.0,cv,1.34,0,0,2014-04-28 04:00:00
37878,73.0,8,11.0,1021.0,cv,1.79,0,0,2014-04-28 05:00:00
37879,73.0,8,10.0,1022.0,NW,3.13,0,0,2014-04-28 06:00:00
37880,80.0,9,13.0,1022.0,NW,7.15,0,0,2014-04-28 07:00:00
37881,86.0,9,17.0,1022.0,NW,11.17,0,0,2014-04-28 08:00:00
37882,106.0,8,20.0,1021.0,NW,15.19,0,0,2014-04-28 09:00:00
37883,132.0,7,21.0,1021.0,NE,3.13,0,0,2014-04-28 10:00:00
37884,101.0,5,23.0,1020.0,cv,0.89,0,0,2014-04-28 11:00:00
37885,68.0,-2,24.0,1019.0,SE,3.13,0,0,2014-04-28 12:00:00
37886,51.0,0,25.0,1018.0,cv,3.13,0,0,2014-04-28 13:00:00
37887,47.0,1,25.0,1017.0,cv,6.26,0,0,2014-04-28 14:00:00
37888,41.0,0,26.0,1016.0,SE,3.13,0,0,2014-04-28 15:00:00
37889,42.0,0,26.0,1015.0,NW,3.13,0,0,2014-04-28 16:00:00
37890,49.0,0,25.0,1015.0,SE,3.13,0,0,2014-04-28 17:00:00
37891,58.0,2,24.0,1015.0,SE,8.94,0,0,2014-04-28 18:00:00
37892,63.0,3,22.0,1015.0,SE,13.86,0,0,2014-04-28 19:00:00
37893,67.0,3,20.0,1015.0,SE,17.88,0,0,2014-04-28 20:00:00
37894,72.0,5,19.0,1016.0,cv,0.89,0,0,2014-04-28 21:00:00
37895,105.0,7,16.0,1016.0,cv,1.78,0,0,2014-04-28 22:00:00
37896,86.0,8,15.0,1016.0,SE,0.89,0,0,2014-04-28 23:00:00
37897,81.0,8,14.0,1016.0,SE,2.68,0,0,2014-04-29 00:00:00
37898,92.0,6,15.0,1016.0,SE,4.47,0,0,2014-04-29 01:00:00
37899,93.0,6,14.0,1016.0,SE,6.26,0,0,2014-04-29 02:00:00
37900,105.0,5,14.0,1016.0,SE,8.05,0,0,2014-04-29 03:00:00
37901,94.0,5,12.0,1016.0,NE,0.89,0,0,2014-04-29 04:00:00
37902,91.0,5,11.0,1016.0,cv,0.45,0,0,2014-04-29 05:00:00
37903,83.0,7,11.0,1016.0,NE,0.89,0,0,2014-04-29 06:00:00
37904,96.0,7,15.0,1016.0,cv,0.89,0,0,2014-04-29 07:00:00
37905,113.0,4,17.0,1016.0,cv,1.78,0,0,2014-04-29 08:00:00
37906,121.0,4,19.0,1016.0,cv,2.67,0,0,2014-04-29 09:00:00
37907,136.0,5,21.0,1015.0,cv,3.56,0,0,2014-04-29 10:00:00
37908,132.0,4,22.0,1015.0,SE,1.79,0,0,2014-04-29 11:00:00
37909,133.0,5,23.0,1014.0,cv,1.79,0,0,2014-04-29 12:00:00
37910,136.0,6,25.0,1012.0,SE,1.79,0,0,2014-04-29 13:00:00
37911,111.0,5,26.0,1011.0,SE,4.92,0,0,2014-04-29 14:00:00
37912,106.0,4,27.0,1010.0,SE,8.05,0,0,2014-04-29 15:00:00
37913,104.0,4,27.0,1009.0,SE,12.97,0,0,2014-04-29 16:00:00
37914,98.0,3,26.0,1009.0,SE,16.99,0,0,2014-04-29 17:00:00
37915,99.0,5,25.0,1009.0,SE,21.91,0,0,2014-04-29 18:00:00
37916,90.0,6,24.0,1009.0,SE,25.93,0,0,2014-04-29 19:00:00
37917,95.0,7,23.0,1010.0,SE,29.95,0,0,2014-04-29 20:00:00
37918,105.0,8,22.0,1010.0,SE,33.08,0,0,2014-04-29 21:00:00
37919,99.0,8,21.0,1010.0,SE,34.87,0,0,2014-04-29 22:00:00
37920,102.0,8,19.0,1011.0,SE,36.66,0,0,2014-04-29 23:00:00
37921,103.0,9,18.0,1011.0,SE,38.45,0,0,2014-04-30 00:00:00
37922,89.0,9,17.0,1010.0,SE,40.24,0,0,2014-04-30 01:00:00
37923,89.0,10,16.0,1010.0,SE,41.13,0,0,2014-04-30 02:00:00
37924,94.0,9,14.0,1010.0,cv,0.89,0,0,2014-04-30 03:00:00
37925,97.0,9,13.0,1010.0,NE,0.89,0,0,2014-04-30 04:00:00
37926,100.0,9,13.0,1010.0,NE,1.78,0,0,2014-04-30 05:00:00
37927,111.0,9,12.0,1010.0,NE,2.67,0,0,2014-04-30 06:00:00
37928,115.0,10,15.0,1010.0,NE,3.56,0,0,2014-04-30 07:00:00
37929,146.0,10,18.0,1011.0,cv,0.89,0,0,2014-04-30 08:00:00
37930,156.0,11,20.0,1011.0,SE,1.79,0,0,2014-04-30 09:00:00
37931,221.0,11,22.0,1011.0,cv,0.89,0,0,2014-04-30 10:00:00
37932,170.0,11,24.0,1010.0,SE,3.13,0,0,2014-04-30 11:00:00
37933,135.0,10,26.0,1009.0,cv,3.13,0,0,2014-04-30 12:00:00
37934,98.0,9,27.0,1008.0,SE,4.02,0,0,2014-04-30 13:00:00
37935,86.0,9,28.0,1008.0,SE,8.04,0,0,2014-04-30 14:00:00
37936,81.0,9,28.0,1007.0,SE,12.96,0,0,2014-04-30 15:00:00
37937,79.0,9,28.0,1006.0,SE,17.88,0,0,2014-04-30 16:00:00
37938,153.0,9,28.0,1006.0,SE,21.9,0,0,2014-04-30 17:00:00
37939,119.0,8,26.0,1006.0,SE,26.82,0,0,2014-04-30 18:00:00
37940,94.0,9,25.0,1006.0,SE,29.95,0,0,2014-04-30 19:00:00
37941,91.0,10,22.0,1007.0,SE,33.08,0,0,2014-04-30 20:00:00
37942,90.0,10,23.0,1008.0,SE,37.1,0,0,2014-04-30 21:00:00
37943,90.0,10,22.0,1008.0,SE,41.12,0,0,2014-04-30 22:00:00
37944,87.0,11,22.0,1008.0,SE,45.14,0,0,2014-04-30 23:00:00
37945,94.0,11,20.0,1008.0,SE,48.27,0,0,2014-05-01 00:00:00
37946,97.0,11,19.0,1008.0,SE,51.4,0,0,2014-05-01 01:00:00
37947,107.0,12,18.0,1008.0,SE,54.53,0,0,2014-05-01 02:00:00
37948,112.0,13,17.0,1008.0,SE,56.32,0,0,2014-05-01 03:00:00
37949,152.0,12,16.0,1007.0,SE,58.11,0,0,2014-05-01 04:00:00
37950,129.0,12,15.0,1008.0,SE,59.9,0,0,2014-05-01 05:00:00
37951,135.0,13,16.0,1008.0,SE,61.69,0,0,2014-05-01 06:00:00
37952,135.0,14,18.0,1009.0,SE,63.48,0,0,2014-05-01 07:00:00
37953,150.0,14,20.0,1009.0,SE,66.61,0,0,2014-05-01 08:00:00
37954,162.0,14,21.0,1009.0,SE,68.4,0,0,2014-05-01 09:00:00
37955,155.0,15,23.0,1009.0,cv,0.89,0,0,2014-05-01 10:00:00
37956,143.0,15,25.0,1008.0,SE,4.92,0,0,2014-05-01 11:00:00
37957,144.0,15,26.0,1007.0,SE,9.84,0,0,2014-05-01 12:00:00
37958,158.0,15,26.0,1006.0,SE,13.86,0,0,2014-05-01 13:00:00
37959,202.0,14,27.0,1005.0,SE,18.78,0,0,2014-05-01 14:00:00
37960,143.0,13,27.0,1005.0,SE,23.7,0,0,2014-05-01 15:00:00
37961,147.0,12,28.0,1004.0,SE,30.85,0,0,2014-05-01 16:00:00
37962,136.0,6,24.0,1006.0,NW,8.94,0,0,2014-05-01 17:00:00
37963,130.0,4,22.0,1006.0,NW,16.09,0,1,2014-05-01 18:00:00
37964,68.0,8,20.0,1007.0,NW,21.9,0,0,2014-05-01 19:00:00
37965,113.0,4,19.0,1009.0,NW,33.97,0,0,2014-05-01 20:00:00
37966,54.0,4,18.0,1010.0,NW,43.8,0,0,2014-05-01 21:00:00
37967,51.0,4,15.0,1012.0,NW,57.66,0,1,2014-05-01 22:00:00
37968,48.0,1,15.0,1012.0,NW,67.49,0,0,2014-05-01 23:00:00
37969,47.0,1,15.0,1013.0,NW,76.43,0,0,2014-05-02 00:00:00
37970,44.0,0,14.0,1012.0,NW,87.61,0,0,2014-05-02 01:00:00
37971,34.0,0,14.0,1012.0,NW,97.44,0,0,2014-05-02 02:00:00
37972,28.0,-1,13.0,1012.0,NW,107.27,0,0,2014-05-02 03:00:00
37973,34.0,-1,13.0,1012.0,NW,116.21,0,0,2014-05-02 04:00:00
37974,34.0,-2,13.0,1013.0,NW,126.04,0,0,2014-05-02 05:00:00
37975,25.0,-2,13.0,1014.0,NW,134.09,0,0,2014-05-02 06:00:00
37976,26.0,-3,14.0,1015.0,NW,145.27,0,0,2014-05-02 07:00:00
37977,39.0,-5,15.0,1016.0,NW,156.45,0,0,2014-05-02 08:00:00
37978,52.0,-6,17.0,1017.0,NW,164.5,0,0,2014-05-02 09:00:00
37979,54.0,-7,19.0,1018.0,NW,171.65,0,0,2014-05-02 10:00:00
37980,50.0,-8,20.0,1018.0,NW,175.67,0,0,2014-05-02 11:00:00
37981,50.0,-9,21.0,1017.0,NW,180.59,0,0,2014-05-02 12:00:00
37982,60.0,-6,23.0,1015.0,NW,187.74,0,0,2014-05-02 13:00:00
37983,59.0,-6,24.0,1015.0,NW,192.66,0,0,2014-05-02 14:00:00
37984,49.0,-6,22.0,1015.0,NW,198.47,0,0,2014-05-02 15:00:00
37985,37.0,-1,22.0,1015.0,NW,207.41,0,0,2014-05-02 16:00:00
37986,32.0,0,21.0,1016.0,NW,216.35,0,0,2014-05-02 17:00:00
37987,24.0,1,18.0,1017.0,NW,226.18,0,0,2014-05-02 18:00:00
37988,17.0,2,17.0,1017.0,NW,231.99,0,0,2014-05-02 19:00:00
37989,21.0,2,15.0,1018.0,cv,0.89,0,0,2014-05-02 20:00:00
37990,27.0,1,17.0,1018.0,NW,1.79,0,0,2014-05-02 21:00:00
37991,27.0,1,17.0,1018.0,SE,4.02,0,0,2014-05-02 22:00:00
37992,42.0,3,13.0,1018.0,cv,0.89,0,0,2014-05-02 23:00:00
37993,42.0,5,11.0,1018.0,cv,1.78,0,0,2014-05-03 00:00:00
37994,55.0,6,10.0,1017.0,SE,0.89,0,0,2014-05-03 01:00:00
37995,48.0,4,9.0,1016.0,NE,1.79,0,0,2014-05-03 02:00:00
37996,40.0,4,9.0,1016.0,NE,2.68,0,0,2014-05-03 03:00:00
37997,42.0,5,9.0,1015.0,cv,0.89,0,0,2014-05-03 04:00:00
37998,39.0,4,7.0,1015.0,NE,0.89,0,0,2014-05-03 05:00:00
37999,64.0,5,8.0,1014.0,cv,0.89,0,0,2014-05-03 06:00:00
38000,88.0,6,12.0,1014.0,cv,1.78,0,0,2014-05-03 07:00:00
38001,104.0,6,14.0,1014.0,cv,2.67,0,0,2014-05-03 08:00:00
38002,122.0,4,17.0,1012.0,cv,4.46,0,0,2014-05-03 09:00:00
38003,167.0,3,20.0,1011.0,SE,3.13,0,0,2014-05-03 10:00:00
38004,116.0,4,22.0,1010.0,SE,8.05,0,0,2014-05-03 11:00:00
38005,121.0,1,24.0,1007.0,SE,16.1,0,0,2014-05-03 12:00:00
38006,113.0,-1,23.0,1006.0,SE,25.04,0,0,2014-05-03 13:00:00
38007,90.0,2,23.0,1008.0,NW,8.05,0,0,2014-05-03 14:00:00
38008,59.0,0,23.0,1008.0,NW,16.1,0,0,2014-05-03 15:00:00
38009,66.0,-5,23.0,1008.0,NW,28.17,0,0,2014-05-03 16:00:00
38010,95.0,-8,23.0,1008.0,NW,38.0,0,0,2014-05-03 17:00:00
38011,104.0,-10,20.0,1010.0,NW,53.2,0,0,2014-05-03 18:00:00
38012,117.0,-10,19.0,1012.0,NW,65.27,0,0,2014-05-03 19:00:00
38013,96.0,-7,17.0,1014.0,NW,76.45,0,0,2014-05-03 20:00:00
38014,50.0,-7,16.0,1016.0,NW,88.52,0,0,2014-05-03 21:00:00
38015,50.0,-8,14.0,1016.0,NW,99.7,0,0,2014-05-03 22:00:00
38016,48.0,-5,13.0,1017.0,NW,109.53,0,0,2014-05-03 23:00:00
38017,52.0,-5,12.0,1017.0,NW,123.39,0,0,2014-05-04 00:00:00
38018,39.0,-6,11.0,1018.0,NW,133.22,0,0,2014-05-04 01:00:00
38019,35.0,-6,11.0,1018.0,NW,142.16,0,0,2014-05-04 02:00:00
38020,50.0,-7,10.0,1018.0,NW,149.31,0,0,2014-05-04 03:00:00
38021,38.0,-7,10.0,1017.0,NW,155.12,0,0,2014-05-04 04:00:00
38022,41.0,-6,10.0,1017.0,NW,163.17,0,0,2014-05-04 05:00:00
38023,46.0,-6,10.0,1018.0,NW,168.98,0,0,2014-05-04 06:00:00
38024,51.0,-7,11.0,1018.0,NW,174.79,0,0,2014-05-04 07:00:00
38025,51.0,-9,13.0,1017.0,NW,183.73,0,0,2014-05-04 08:00:00
38026,59.0,-12,15.0,1017.0,NW,193.56,0,0,2014-05-04 09:00:00
38027,57.0,-14,17.0,1017.0,NW,205.63,0,0,2014-05-04 10:00:00
38028,56.0,-13,18.0,1017.0,NW,217.7,0,0,2014-05-04 11:00:00
38029,46.0,-14,19.0,1016.0,NW,230.66,0,0,2014-05-04 12:00:00
38030,50.0,-12,18.0,1016.0,NW,242.73,0,0,2014-05-04 13:00:00
38031,52.0,-12,17.0,1016.0,NW,255.69,0,0,2014-05-04 14:00:00
38032,49.0,-12,18.0,1017.0,NW,268.65,0,0,2014-05-04 15:00:00
38033,43.0,-13,18.0,1017.0,NW,281.61,0,0,2014-05-04 16:00:00
38034,43.0,-11,19.0,1017.0,NW,289.66,0,0,2014-05-04 17:00:00
38035,32.0,-12,16.0,1017.0,NW,299.49,0,0,2014-05-04 18:00:00
38036,26.0,-12,16.0,1017.0,NW,305.3,0,0,2014-05-04 19:00:00
38037,31.0,-10,14.0,1018.0,NW,310.22,0,0,2014-05-04 20:00:00
38038,32.0,-8,11.0,1019.0,NE,1.79,0,0,2014-05-04 21:00:00
38039,46.0,-8,14.0,1019.0,cv,1.79,0,0,2014-05-04 22:00:00
38040,98.0,-9,14.0,1019.0,SE,3.13,0,0,2014-05-04 23:00:00
38041,67.0,-2,8.0,1018.0,cv,0.89,0,0,2014-05-05 00:00:00
38042,82.0,-5,8.0,1018.0,cv,1.34,0,0,2014-05-05 01:00:00
